"9780226034041";"http://www.olavodecarvalho.org/semana/090914dc.html";"A África às avessas"
"9780226034041";"https://youtu.be/jEL2NPwWCks";"Muslim Genocide on Black Africans Through Mass-Castration - Tidiane N´Diaye"
"9780226034041";"https://www.youtube.com/watch?v=Ov9GFPmoOPg";"The Untold Story of Arab Slave Trade Of Africans"
"9780671212094";"http://www.olavodecarvalho.org/textos/livros.htm";"Livros que fizeram a minha cabeça";"A primeira lista desse tipo que chegou ao meu conhecimento foi a de Mortimer J. Adler, em How to Read a Book. Seu critério era a importância das obras para a formação do cenário cultural do Ocidente; seu objetivo, habilitar o estudante a tomar parte na "grande conversação" da cultura Ocidental. Mas, perguntei eu, e se essa conversação, como um todo, tomasse um rumo desastroso e fosse necessário formar inteligências individuais capazes de se subtrair, ainda que por momentos, ao curso geral das coisas? Aí seria preciso dar-lhes uma formação totalmente diversa; seria preciso atrair sua atenção sobre obras e idéias que, não raro, permaneceram à margem do curso dominante. O extremo limite da perspectiva adleriana (em si mesma admirável) era a formação do cidadão consciente. Era preciso, pensei eu, transcender esse ideal meramente civil: era preciso formar inteligências capazes de atender à convocação do Apóstolo: "Sois vós que ides julgar o mundo." Cidadania, afinal, era apenas o nome de um papel social. Eu não queria educar as pessoas para o desempenho de um papel social, por nobre que fosse, mas para tornar cada uma delas apta a assumir o sentido da vida, na acepção que Viktor Frankl dá a este termo."
"9780671212094";"http://www.olavodecarvalho.org/semana/040905zh.htm";"Dicas de estudo";"Ser quiser usar o método de leitura de Mortimer J. Adler (“Como Ler um Livro”, editora UniverCidade), isso não lhe fará mal algum, mas saiba desde já que nenhum método serve para todos os livros: cada um exigirá uma estratégia diferente, que você mesmo irá descobrindo."
"9780671212094";"http://old.olavodecarvalho.org/semana/esconde.htm";"Esconde-esconde";"PS.: No artigo da edição 166, esqueci dois detalhes importantes. Primeiro: o livro em que Mortimer J. Adler expõe as técnicas da educação liberal tem edição brasileira – Como Ler um Livro, da Editora UniverCidade. Segundo: um de nossos maiores educadores, dom Lourenço de Almeida Prado, é adepto e praticante dessas técnicas, tendo-as usado com seus alunos no Colégio de São Bento do Rio de Janeiro, com grande sucesso."
"9788588062863";"http://old.olavodecarvalho.org/textos/110815desconversador.html";"Desconversador incansável";"Se fosse necessário provar que eu nada tinha não só contra esses autores, mas nem mesmo contra outros neotomistas, imunes à influência de Maritain, basta lembrar que o curso Introdução à Vida Intelectual, por mim proferido desde 1987, que depois se transformou no atual Seminário de Filosofia, era e é declaradamente inspirado no livro La Vie Intellectuelle, de A. D. Sertillanges, e que nele se consagravam e se consagram muitas semanas de estudo a textos de dois outros destacados filósofos neotomistas, André Marc e Joseph Maréchal. Apenas, ao escrever para um público que não se compunha de alunos meus nem de estudiosos de filosofia – muito menos de filosofia tomista –, não me pareceu errado passar por cima desses detalhes e usar o termo “neotomismo” no único sentido imediato que ele podia ter para aquele público."
"9788588062863";"https://www.youtube.com/watch?v=AeoiCa7C2gs";"A vida intelectual (A.-D. Sertillanges)";"Em nova tradução, este clássico do pensamento é um guia sólido para todos que se dedicam ao estudo, à escrita, ao conhecimento.##NEWP##Rodrigo Gurgel"; 
"9780898701838";"http://www.olavodecarvalho.org/palestras/2001educacaoliberal.htm";"Educação Liberal";
"9780898701838";"https://www.youtube.com/watch?v=dperA9b3Re0";"Another Sort of Learning: How to Get an Education Even While in College";"Father James Schall, Professor, Department of Government, Georgetown University, will give a lecture on liberal education."
"9788588062863";"http://www.olavodecarvalho.org/palestras/2001educacaoliberal.htm";"Educação Liberal";
"9780967967509";"http://www.olavodecarvalho.org/palestras/2001educacaoliberal.htm";"Educação Liberal";
"9780313200717";"http://www.olavodecarvalho.org/palestras/2001educacaoliberal.htm";"Educação Liberal";
"9781412806237";"http://www.olavodecarvalho.org/semana/070430dc.html";"Casta de malditos";"“A Traição dos Intelectuais”, de Julien Benda, trad. Paulo Neves, São Paulo, Editora Peixoto Neto, 2007. É tradução de “ La Trahison des Clercs”, um clássico de 1927 em que o filósofo judeu, um dos homens mais lúcidos que a França já produziu, denuncia a abdicação geral dos deveres da inteligência por parte de intelectuais ávidos de poder. O editor Peixoto Neto foi meu aluno. Não o vejo há muitos anos, mas não é errado um professor ter orgulho de seus ex-alunos quando estão fazendo um belo trabalho."
"9781412806237";"https://drive.google.com/drive/folders/1dEmYRtXuzHPe7J49uY83LWWPoYXSaaTa";"Expedições pelo Mundo da Cultura - José Monir Nasser"
"9781412806237";"https://www.newcriterion.com/issues/1992/12/the-treason-of-the-intellectuals-ldquothe-undoing-of-thoughtrdquo";"The treason of the intellectuals & “The Undoing of Thought”"
"9781412806237";"http://www.swans.com/library/art9/jbenda01.html";"(Excerpt) The Treason of the Intellectuals"
"9782902963690";"http://www.olavodecarvalho.org/semana/070430dc.html";"Casta de malditos";"“Le Socialisme des Intellectuels”, de Jan Waclav Makhaïski, trad. e ed. Alexandre Skirda, Les Éditions de Paris, 2001. Makhaïski, autor polonês que escrevia em russo, foi militante esquerdista e conheceu bem os meios revolucionários russos e internacionais no fim do século XIX. Das suas observações e experiências, tirou as seguintes conclusões: (1) a classe revolucionária efetiva não eram os proletários, mas os intelectuais; (2) eles não eliminariam o capitalismo, mas o modificariam até que ele começasse a trabalhar mais em proveito deles do que dos capitalistas. Batata. Não deu outra."
"TRUEOUTSPEAK20061211";"http://www.olavodecarvalho.org/midia/061211true.html";"True Outspeak 11 de dezembro de 2006";"“Fariseu hipócrita” (Editorial) – Jorge Bornhauser - Dalmo Dallari – Dom Paulo Evaristo Arns – Genocídio de cristãos – Emir Sader – Racismo – Nelson Mandela – Leonardo Di Caprio – Paul Baepler – “White slaves, african masters and anthology of american barbary captivity narratives” (Livro) - Escravidão – Muçulmanos – Genocídio Darfur – Terrorismo Tríplice fronteira – Hizbollah – Hugo Chávez – Conceito soviético de propriedade – Taxação progressiva – Karl Marx , Cristãos no Iraque , American Family Association – Ford – Movimento Gay – Wal-Mart – Rush Limbaugh – Neo-democratas – Nancy Pelosi – Nova civilização mundial – ONU – Família Rockfeller – Eutanásia – I Fórum Espiritual Mundial – Pedofilia , Partido Comunista Americano – Stálin – Stephen Koch – “Double lives: Stalin, Willi Muzenberg and the seduction of the intellectuals” (Livro) – Príncipe Dom Bertrand de Orleans e Bragança , Ministro Gilson Mendes – Sociologia do conhecimento – Ortega y Gasset , Governo Mundial – Concílio Vaticano II – Pacto de Metz , Israel – Irã – Síria , “O imbecil coletivo” (Livro) – Pinochet – Fidel Castro – Armando M. Lago - “O livro negro da Revolução Cubana” (Livro)"
"TRUEOUTSPEAK20070115";"http://www.olavodecarvalho.org/midia/070115true.html";"";"Ditadura – Tortura – Governo americano – Folha de S. Paulo – Governo Geisel – Cuba – Angola , Grassroots – Nancy Pelosi – Campanha para reforma da mídia – Iniciativa das religiões unidas – ONU – Lee Pen – “False dawn: the united religions initiative, globalism and the quest for a One-World religion” (Livro) – Daniel C. Dennett – “Breaking the spell: religion as a natural phenomenon” (Livro) , George Soros – antitabagismo – Descriminalização das drogas – Gilberto Gil - KGB – Operação Colômbia – Foro de São Paulo – FARC – Hugo Chávez – Fidel Castro – Umberto E. Fontova – “Fidel: Hollywood's Favorite Tyrant” (Livro) – Che Guevara – Abu Graib – Guantánamo – Oscar Niemeyer – Jacques Rivette – “A religiosa” (Filme) , Venezuela – Irã – Estados Unidos – Consciência moral – Movimento Vida-Rio – Movimento conservador americano: Think thanks: Heritage Foundation, Hudson Institute, Atlas Foundation, Claremont Institute, Rush Limbaugh, Ann Coulter, Conservative Chronicle, American Family Association, American Conservative Union, Renewel America, National Rifre Association – CFR, Concil On Foreign Relations – Dinástias Oligárquicas - René A. Wormser – “Foundations: Their Power and Influence” (Livro) , Pseudo cultura esquerdista – Otto Maria Carpeaux – Emir Sader – José Guilherme Merchior – Carlos Guilherme Mota"
"TRUEOUTSPEAK20080922";"http://olavodecarvalho.org/midia/080922true.html";"True Outspeak 22 de setembro de 2008";"Reinaldo Azevedo – “O País dos petralhas” (Livro) , “Curiosidades obâmicas” (Artigo) – Barack Obama – Frank Marshall Davis – Jeremiah Wright – William Eyers – Tony Rescoe – Foro de S. Paulo – Islã revolucionário , Otacílio Guimarães , Crise econômica – Alan Greespan – Hillary Clinton – Pintores primitivistas – Sarah Palin – Phlip Berg – Obamacrimes (Site) – Folha de S. Paulo – Casal Rosenberg, Lógica polivalente/identidade/paradoxal – Curso de filosofia – Lula – Norberto Bobbio – Giorgio Del Vecchio – Hans Kelsen – Eric Voegelin – Jose Ferrater Mora , Human Rights Watch – Venezuela – FARC , Feministas , Luiz Gonzaga de Carvalho Neto – Idiomas – Mortimer Adler – “A arte de ler” (Livro) – Antonin-Dalmace Sertillanges – “A vida intelectual” (Livro) – Santo Tomás de Aquino – “Suma contra os gentios” – “Comentários a Aristóteles” , George Soros – Petrobrás – Pré-sal , Imigração islâmica – Inglaterra – Sharia – Tom Tancredo , Juca Ferreira , Ana Maria Araújo Freire – Paulo Freire , Romênia – Tabagismo – José Serra"
"TRUEOUTSPEAK20071008";"http://www.olavodecarvalho.org/midia/071008true.html";"True Outspeak 08 de outubro de 2007";"Mahmoud Ahmadinejad – Plebiscito – Antonio Gramsci – Movimento revolucionário – Juízo Final – Hillary Clinton – Guerra do Iraque/Vietnã , Sociedade brasileira – Sociedade americana – Inveja – Amor ao próximo – Santo Agostinho – Leopold von Ranke – Michel Foucault – Jacques Derrida – Edmund Husserl – Max Scheller – Louis Lavelle – Xavier Zubiri – Grandes centros urbanos – “Central do Brasil” (Filme) – Social Security – Laboratórios comunistas – Venezuela – Cuba – Romênia , Ipojuca Pontes – Zé Dirceu – Controle Social dos Meios de Comunicação – Franklin Martins – Lênin – Tróstsky – Karl Marx – Stálin – Mudança de planos – PT – PSDB – USP – Fundação Rockfeller – Fernando Henrique Cardoso – Che Guevara – Fidel Castro – Oscar Niemeyer – Emir Sader – Leonardo Boff – frei Betto – Revista Veja – Inglaterra – Margaret Tatcher – Holocausto , Bem – Mal , Cavaleiro Conde (blog) – Documentário fotográfico – Guerra do Iraque – China – Imortais Guerreiros (Site) , Mortimer Adler – Educação Liberal – Platão , Michel Foucault – “Tropa de Elite” (Filme) – USP , Jackson de Figueiredo - “Coluna de fogo” (Discurso) – Joseph Dimitri – Contra-revolução – Contrário da revolução – Movimento revolucionário – Hernando Soto – “O mistério do capital” (Livro) , Aeronáutica – Controle de vôo – Ministro José Gregório , Aborto – Saul Below – Lula – Folha de S. Paulo – Nelson Ascher – Eric Hobsbawn – Jacob Burke – Johan Huizinga – Leopold von Ranke , Universidades Públicas"
